frame00001.jpg	217.00	143.00	452.00	134.00	457.00	430.00	223.00	442.00	
frame00002.jpg	217.22	145.72	452.21	136.95	456.95	432.71	223.06	444.44	
frame00003.jpg	217.69	144.96	452.68	136.50	456.96	432.52	223.01	443.90	
frame00004.jpg	209.60	143.26	444.94	136.86	446.23	432.94	211.67	442.29	
frame00005.jpg	198.80	143.48	434.26	137.66	434.94	434.22	200.15	442.89	
frame00006.jpg	190.88	141.67	426.84	137.38	425.01	434.37	189.56	441.25	
frame00007.jpg	179.48	137.84	415.87	133.51	413.76	431.25	177.60	437.97	
frame00008.jpg	173.29	139.57	409.83	136.41	406.24	434.67	169.76	440.10	
frame00009.jpg	168.07	142.84	404.40	141.32	398.53	438.58	161.68	442.36	
frame00010.jpg	164.93	140.46	401.21	139.84	394.37	436.89	157.45	439.90	
frame00011.jpg	161.91	138.00	398.10	137.74	390.71	434.71	153.85	437.25	
frame00012.jpg	162.28	137.49	398.45	137.22	391.01	434.21	154.11	436.79	
frame00013.jpg	163.36	138.41	399.53	137.95	392.29	435.01	155.43	437.73	
frame00014.jpg	163.26	139.22	399.39	139.12	391.64	436.21	154.86	438.54	
frame00015.jpg	163.32	139.48	399.51	139.22	391.99	436.32	155.14	438.82	
frame00016.jpg	164.49	139.32	400.82	138.66	393.96	435.90	156.93	438.80	
frame00017.jpg	163.80	136.56	400.05	136.58	392.11	433.58	155.06	435.74	
frame00018.jpg	165.12	135.46	401.34	136.74	391.87	433.81	154.89	434.70	
frame00019.jpg	165.67	134.25	401.90	136.79	390.79	433.84	153.80	433.49	
frame00020.jpg	166.81	130.42	403.05	134.89	389.69	431.63	152.50	429.41	
frame00021.jpg	168.53	129.62	404.82	134.63	390.80	431.41	153.58	428.66	
frame00022.jpg	169.73	126.62	406.08	133.11	390.35	429.87	153.00	425.67	
frame00023.jpg	171.83	121.66	408.32	130.16	390.39	426.68	152.69	420.59	
frame00024.jpg	172.59	119.53	408.94	130.92	387.37	427.20	149.83	418.26	
frame00025.jpg	174.07	116.09	410.30	129.85	385.82	425.71	148.30	414.46	
frame00026.jpg	174.22	114.04	410.36	128.90	384.64	424.67	147.15	412.34	
frame00027.jpg	174.75	114.37	410.72	131.54	382.16	427.10	144.90	412.48	
frame00028.jpg	176.14	114.14	411.87	134.58	379.21	429.70	142.32	411.82	
frame00029.jpg	178.27	113.46	413.73	138.40	375.70	433.29	139.10	411.06	
frame00030.jpg	179.04	114.77	414.12	143.39	371.48	437.88	135.50	411.97	
frame00031.jpg	185.22	109.25	419.52	144.49	369.16	437.47	133.90	405.21	
frame00032.jpg	188.40	98.09	421.76	139.06	365.06	429.91	129.89	392.06	
frame00033.jpg	189.22	96.46	422.13	139.73	362.93	430.12	127.97	390.07	
frame00034.jpg	190.35	96.14	423.22	140.00	363.40	430.27	128.48	389.67	
frame00035.jpg	191.61	96.18	424.17	142.40	361.72	432.38	127.13	389.54	
frame00036.jpg	195.17	97.22	426.96	146.60	360.74	435.46	126.77	389.50	
frame00037.jpg	198.39	93.06	429.53	145.23	360.12	432.95	126.54	384.13	
frame00038.jpg	201.09	91.49	431.57	146.16	359.35	432.85	126.22	381.56	
frame00039.jpg	203.46	92.60	433.32	149.43	358.76	435.67	126.24	382.39	
frame00040.jpg	208.02	92.86	436.89	153.47	358.10	438.45	126.46	381.56	
frame00041.jpg	208.71	91.73	436.74	155.56	354.36	439.58	123.45	379.64	
frame00042.jpg	209.62	91.13	437.19	156.61	352.84	439.76	122.37	378.15	
frame00043.jpg	212.18	86.39	438.83	154.37	351.64	436.42	121.80	372.31	
frame00044.jpg	211.79	86.07	438.04	155.25	349.63	436.77	120.22	371.55	
frame00045.jpg	213.89	82.75	439.28	154.58	347.54	434.96	118.87	367.02	
frame00046.jpg	214.75	82.24	439.70	155.77	345.91	435.62	117.64	366.01	
frame00047.jpg	216.74	80.09	440.65	156.65	343.25	435.09	115.97	362.44	
frame00048.jpg	219.76	76.52	442.61	155.99	341.89	432.80	115.44	357.12	
frame00049.jpg	223.42	74.80	445.22	157.08	341.16	432.75	115.65	354.30	
frame00050.jpg	225.88	73.91	446.75	158.43	340.03	433.00	115.41	352.29	
frame00051.jpg	230.87	76.00	449.81	165.11	337.71	438.13	115.19	353.30	
frame00052.jpg	232.56	77.08	451.19	166.96	338.28	439.60	116.02	354.10	
frame00053.jpg	235.55	73.62	453.10	165.80	337.93	436.74	116.43	348.84	
frame00054.jpg	238.24	71.93	454.46	166.77	336.23	436.32	115.91	345.80	
frame00055.jpg	239.74	69.86	455.49	165.63	336.21	434.53	116.29	343.06	
frame00056.jpg	241.14	70.56	456.21	168.17	334.35	436.84	115.40	343.83	
frame00057.jpg	237.37	74.18	453.30	169.90	333.22	439.83	113.78	348.91	
frame00058.jpg	238.05	74.08	453.89	169.90	333.62	439.60	114.28	348.58	
frame00059.jpg	242.03	70.54	456.97	168.32	334.59	436.40	115.86	343.05	
frame00060.jpg	246.01	66.53	459.27	167.72	332.72	433.70	115.50	336.84	
frame00061.jpg	248.86	65.30	461.30	168.20	332.77	433.07	116.33	334.51	
frame00062.jpg	252.32	61.81	462.93	168.45	330.03	431.23	115.22	328.93	
frame00063.jpg	257.11	55.52	465.39	166.40	327.83	425.14	114.99	318.31	
frame00064.jpg	263.39	45.92	468.04	162.80	324.08	417.09	114.13	303.85	
frame00065.jpg	262.14	47.75	466.46	165.09	321.78	419.44	112.26	305.90	
frame00066.jpg	263.70	47.03	467.91	164.54	323.15	418.51	113.67	304.75	
frame00067.jpg	265.85	43.30	469.68	161.63	324.64	414.82	115.19	300.07	
frame00068.jpg	265.85	39.12	469.37	158.10	324.09	410.58	114.61	294.92	
frame00069.jpg	264.13	40.22	468.38	157.83	324.78	410.93	114.54	296.56	
frame00070.jpg	261.97	41.76	467.44	157.02	326.60	410.97	115.13	298.76	
frame00071.jpg	262.13	39.49	467.79	154.29	327.84	407.42	115.90	295.33	
frame00072.jpg	264.40	34.99	469.91	149.84	331.00	401.16	118.59	288.52	
frame00073.jpg	265.03	32.77	470.07	148.47	330.88	398.60	118.60	284.95	
frame00074.jpg	266.80	28.67	471.42	145.07	332.00	393.35	119.75	278.61	
frame00075.jpg	267.61	27.16	472.19	143.52	332.78	390.91	120.46	275.96	
frame00076.jpg	267.90	26.21	472.42	142.47	333.61	389.06	121.14	274.03	
frame00077.jpg	266.78	26.62	472.28	141.04	335.68	388.17	122.09	274.86	
frame00078.jpg	266.48	24.64	472.96	137.36	339.89	383.85	124.68	271.92	
frame00079.jpg	260.89	29.92	470.70	136.92	345.01	386.97	126.31	280.97	
frame00080.jpg	260.51	31.14	472.37	134.24	352.17	384.43	130.95	282.04	
frame00081.jpg	259.09	27.24	472.35	127.18	357.67	375.98	134.20	276.46	
frame00082.jpg	259.37	25.60	472.61	125.34	358.16	372.89	134.65	273.39	
frame00083.jpg	259.23	25.08	473.05	123.46	361.09	369.84	136.59	271.59	
frame00084.jpg	257.12	25.87	471.98	122.18	362.88	368.39	137.07	272.15	
frame00085.jpg	254.68	28.49	471.30	120.92	367.14	367.36	139.24	274.90	
frame00086.jpg	252.77	30.15	470.54	119.63	370.21	365.66	140.83	276.13	
frame00087.jpg	251.55	31.67	470.31	118.28	373.73	363.23	143.02	276.44	
frame00088.jpg	248.54	36.99	469.09	118.52	378.47	364.11	145.76	282.50	
frame00089.jpg	246.23	39.15	468.02	117.01	381.88	361.87	147.62	283.96	
frame00090.jpg	243.75	39.43	466.73	113.36	385.37	355.84	149.33	281.71	
frame00091.jpg	239.01	42.41	463.35	112.38	386.49	355.11	148.91	285.08	
frame00092.jpg	236.44	44.16	461.81	110.74	389.08	352.32	150.14	285.70	
frame00093.jpg	236.40	44.62	462.16	109.17	392.18	347.96	152.42	283.23	
frame00094.jpg	236.16	46.58	462.53	108.62	395.69	345.71	154.99	283.55	
frame00095.jpg	234.45	48.30	461.41	107.64	397.47	343.01	155.89	283.49	
frame00096.jpg	234.18	47.57	461.38	105.62	398.77	338.91	156.63	280.62	
frame00097.jpg	232.94	47.76	460.33	105.31	397.63	339.00	155.31	281.15	
frame00098.jpg	233.23	48.81	460.63	106.37	397.95	340.22	155.67	282.40	
frame00099.jpg	231.02	39.50	458.46	96.58	395.77	326.58	153.02	268.96	
frame00100.jpg	231.14	43.21	458.55	100.64	395.30	331.64	152.75	273.70	
frame00101.jpg	230.82	42.19	458.19	99.69	394.74	330.51	152.21	272.45	
frame00102.jpg	230.63	42.02	457.92	100.17	393.39	331.43	150.99	272.69	
frame00103.jpg	228.77	43.64	456.27	101.35	391.87	335.07	149.53	276.89	
frame00104.jpg	228.39	49.54	456.12	107.43	391.55	346.29	149.56	288.24	
frame00105.jpg	228.28	52.16	455.96	111.11	389.94	355.14	148.59	296.30	
frame00106.jpg	227.04	54.73	455.19	113.47	388.62	363.29	147.61	305.04	
frame00107.jpg	226.38	55.59	454.77	114.26	387.90	366.87	147.10	308.87	
frame00108.jpg	224.16	56.29	452.75	114.84	385.73	369.44	144.98	311.67	
frame00109.jpg	223.75	60.22	452.57	118.61	385.62	376.30	145.09	318.97	
frame00110.jpg	222.86	61.50	451.88	119.44	385.21	379.57	144.89	322.92	
frame00111.jpg	221.70	61.72	451.04	118.92	384.87	380.80	144.52	325.00	
frame00112.jpg	220.34	61.99	449.95	118.41	384.61	382.07	144.24	327.24	
frame00113.jpg	214.31	70.39	445.39	123.33	382.97	394.13	142.34	343.37	
frame00114.jpg	211.84	74.46	443.35	126.17	381.92	399.82	141.36	350.50	
frame00115.jpg	210.93	76.89	442.71	127.78	381.99	402.49	141.41	354.09	
frame00116.jpg	209.43	77.63	441.47	127.64	381.52	403.93	141.00	356.55	
frame00117.jpg	207.46	79.93	439.91	128.91	380.59	407.54	140.22	361.42	
frame00118.jpg	202.85	84.77	436.31	129.34	382.04	410.94	141.17	369.50	
frame00119.jpg	197.90	88.94	431.96	130.29	381.46	413.18	140.23	375.15	
frame00120.jpg	192.08	93.11	427.46	126.68	384.80	410.68	142.37	380.28	
frame00121.jpg	184.06	94.26	420.56	119.47	387.57	405.80	144.41	383.95	
frame00122.jpg	182.59	96.04	419.27	119.71	387.92	407.29	144.93	386.98	
frame00123.jpg	181.70	99.79	418.61	121.79	388.87	410.76	146.09	392.16	
frame00124.jpg	179.25	103.34	416.25	124.55	387.30	414.46	144.73	396.76	
frame00125.jpg	179.41	107.56	416.55	127.94	388.23	418.36	145.68	401.37	
frame00126.jpg	175.52	111.14	413.13	127.12	389.93	418.96	147.24	406.52	
frame00127.jpg	170.31	114.37	408.32	123.80	393.05	416.65	150.36	410.88	
frame00128.jpg	172.04	112.28	409.79	123.66	392.23	415.93	149.56	408.05	
frame00129.jpg	171.94	113.87	409.55	123.27	395.64	415.27	153.13	409.83	
frame00130.jpg	164.51	114.22	401.86	105.90	411.51	398.36	170.23	411.77	
frame00131.jpg	162.38	113.13	399.36	97.62	418.14	389.68	177.37	410.40	
frame00132.jpg	158.47	112.41	393.91	82.95	430.64	373.08	191.81	408.19	
frame00133.jpg	158.58	113.52	393.20	78.91	436.37	368.73	198.66	408.89	
frame00134.jpg	162.89	114.49	397.54	79.82	440.97	369.72	203.33	410.00	
